SUP_ID,split,image,class_id,x_center_norm,y_center_norm,width_norm,height_norm,annotation_type
723531,val,support_723531.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
759435,train,support_759435.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
791784,test,support_791784.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
798819,test,support_798819.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
799802,test,support_799802.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
815673,train,support_815673.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
815751,train,support_815751.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
815803,train,support_815803.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
816476,val,support_816476.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
816496,val,support_816496.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
816595,train,support_816595.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
816605,train,support_816605.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
816654,train,support_816654.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
816664,val,support_816664.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
816674,test,support_816674.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
816712,train,support_816712.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
821404,test,support_821404.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
834935,train,support_834935.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
835006,train,support_835006.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
835008,train,support_835008.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
835031,train,support_835031.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
836177,train,support_836177.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
867890,train,support_867890.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
867947,train,support_867947.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
867956,train,support_867956.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
870228,test,support_870228.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
891502,test,support_891502.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
895684,train,support_895684.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
906519,train,support_906519.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
906549,val,support_906549.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
918006,train,support_918006.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
951133,train,support_951133.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
955944,train,support_955944.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
980954,train,support_980954.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
989246,val,support_989246.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
993776,train,support_993776.jpg,0,0.5,0.5,0.15625,0.15625,weak_centered_from_anfr_coordinate
